#Compound	C.ring	C.other	N.ring	N.other	O.ring	O.other	P	S	X	#.of.Ring
cav1m17_AQ4-ZINC35415735-0.pdb	19	1	2	2	0	1	0	1	0	4
cav1m17_AQ4-ZINC35452555-0.pdb	14	7	1	2	1	4	0	1	0	3
cav1m17_AQ4-ZINC35452772-0.pdb	8	4	1	2	1	1	0	0	0	2
cav1m17_AQ4-ZINC35452781-0.pdb	8	5	1	2	1	1	0	0	0	2
cav1m17_AQ4-ZINC35452835-0.pdb	8	5	1	2	1	1	0	0	0	2
cav1m17_AQ4-ZINC35465070-0.pdb	15	7	2	0	0	5	0	0	0	4
cav1m17_AQ4-ZINC35495940-0.pdb	14	2	1	1	0	1	0	0	2	3
cav1m17_AQ4-ZINC35533866-0.pdb	18	6	3	1	0	1	0	0	2	4
cav1m17_AQ4-ZINC35545030-0.pdb	22	3	3	1	0	1	0	0	0	6
cav1m17_AQ4-ZINC35584662-0.pdb	9	8	0	1	2	0	0	0	1	2
cav1m17_AQ4-ZINC35622640-0.pdb	16	8	3	1	1	3	0	0	0	4
cav1m17_AQ4-ZINC35634372-0.pdb	14	2	0	1	0	3	0	1	0	2
cav1m17_AQ4-ZINC35650869-0.pdb	5	6	0	1	0	4	0	1	0	2
cav1m17_AQ4-ZINC35671861-0.pdb	15	11	2	3	0	2	0	0	1	3
cav1m17_AQ4-ZINC35675863-0.pdb	12	0	2	1	1	1	0	0	2	3
cav1m17_AQ4-ZINC35696745-0.pdb	16	0	2	1	1	0	0	1	0	4
cav1m17_AQ4-ZINC35793894-0.pdb	9	3	1	3	0	2	0	0	0	2
cav1m17_AQ4-ZINC35800723-0.pdb	16	9	1	2	0	6	0	0	1	3
cav1m17_AQ4-ZINC35804857-0.pdb	17	8	0	0	2	5	0	0	0	6
cav1m17_AQ4-ZINC35834826-0.pdb	18	9	3	0	0	6	0	0	0	4
cav1m17_AQ4-ZINC35894863-0.pdb	21	3	2	2	0	3	0	1	0	5
cav1m17_AQ4-ZINC35916135-0.pdb	21	2	2	2	0	3	0	1	0	5
cav1m17_AQ4-ZINC35957051-0.pdb	15	7	1	2	0	3	0	1	1	3
cav1m17_AQ4-ZINC35967655-0.pdb	16	6	4	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC35971804-0.pdb	16	7	4	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC36014273-0.pdb	19	3	3	0	0	3	0	1	1	5
cav1m17_AQ4-ZINC36024608-0.pdb	16	4	3	0	0	3	0	1	2	4
cav1m17_AQ4-ZINC36025128-0.pdb	20	0	3	0	0	3	0	1	1	6
cav1m17_AQ4-ZINC36025129-0.pdb	20	1	3	0	0	3	0	1	0	6
cav1m17_AQ4-ZINC36029728-0.pdb	20	6	3	0	2	2	0	0	1	5
cav1m17_AQ4-ZINC36039574-0.pdb	18	4	2	2	1	1	0	0	0	5
cav1m17_AQ4-ZINC36039575-0.pdb	18	4	2	2	1	1	0	0	0	5
cav1m17_AQ4-ZINC36056889-0.pdb	23	2	2	0	0	4	0	1	0	6
cav1m17_AQ4-ZINC36063044-0.pdb	15	10	2	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC36063046-0.pdb	15	10	2	2	0	3	0	0	0	3
cav1m17_AQ4-ZINC36213830-0.pdb	14	8	2	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC36220671-0.pdb	7	6	2	2	0	1	0	0	0	2
cav1m17_AQ4-ZINC36244655-0.pdb	11	1	2	1	0	0	0	1	0	4
cav1m17_AQ4-ZINC36260717-0.pdb	10	6	1	1	0	1	0	1	0	2
cav1m17_AQ4-ZINC36273720-0.pdb	22	2	3	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC36278095-0.pdb	10	4	2	1	0	1	0	1	1	3
cav1m17_AQ4-ZINC36286354-0.pdb	15	2	2	1	1	0	0	1	0	4
cav1m17_AQ4-ZINC36296517-0.pdb	9	2	1	2	0	3	0	2	0	2
cav1m17_AQ4-ZINC36331224-0.pdb	17	0	0	1	0	2	0	1	0	2
cav1m17_AQ4-ZINC36347184-0.pdb	10	12	2	2	0	3	0	0	0	2
cav1m17_AQ4-ZINC36347273-0.pdb	20	2	2	0	0	1	0	0	1	4
cav1m17_AQ4-ZINC36420457-0.pdb	13	8	5	2	0	0	0	1	0	4
cav1m17_AQ4-ZINC36430621-0.pdb	21	6	2	1	0	6	0	0	0	5
cav1m17_AQ4-ZINC36491592-0.pdb	18	7	0	2	0	6	0	1	0	3
cav1m17_AQ4-ZINC36491593-0.pdb	18	7	0	2	0	6	0	1	0	3
cav1m17_AQ4-ZINC36494258-0.pdb	22	5	0	3	1	5	0	0	0	4
cav1m17_AQ4-ZINC36498440-0.pdb	14	12	0	3	2	4	0	0	1	3
cav1m17_AQ4-ZINC36504928-0.pdb	22	6	0	4	1	4	0	0	0	4
cav1m17_AQ4-ZINC36507200-0.pdb	16	10	0	2	1	5	0	1	0	3
cav1m17_AQ4-ZINC36531503-0.pdb	19	4	0	2	2	4	0	0	0	4
cav1m17_AQ4-ZINC36575930-0.pdb	16	9	1	2	0	5	0	1	0	3
cav1m17_AQ4-ZINC36586744-0.pdb	16	9	0	2	1	6	0	1	0	3
cav1m17_AQ4-ZINC36589835-0.pdb	19	5	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC36591771-0.pdb	18	9	0	3	0	6	0	0	0	3
cav1m17_AQ4-ZINC36597386-0.pdb	8	8	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC36626597-0.pdb	14	1	2	1	0	1	0	1	0	3
cav1m17_AQ4-ZINC36638402-0.pdb	19	4	2	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC36638404-0.pdb	19	4	2	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC36772165-0.pdb	12	8	3	2	0	1	0	2	1	3
cav1m17_AQ4-ZINC36783981-0.pdb	17	10	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC36828059-0.pdb	12	6	3	2	0	2	0	2	0	3
cav1m17_AQ4-ZINC36828819-0.pdb	11	0	1	1	0	3	0	1	2	2
cav1m17_AQ4-ZINC36858654-0.pdb	18	3	3	2	1	2	0	1	0	4
cav1m17_AQ4-ZINC36876098-0.pdb	15	4	2	1	0	3	0	0	4	3
cav1m17_AQ4-ZINC36899652-0.pdb	13	2	2	1	0	0	0	0	1	3
cav1m17_AQ4-ZINC36923134-0.pdb	12	1	2	1	0	1	0	1	2	3
cav1m17_AQ4-ZINC36945637-0.pdb	14	2	0	1	1	1	0	0	1	3
cav1m17_AQ4-ZINC37034240-0.pdb	13	1	0	1	2	0	0	0	1	4
cav1m17_AQ4-ZINC37034241-0.pdb	13	1	0	1	2	0	0	0	1	4
cav1m17_AQ4-ZINC37100751-0.pdb	8	9	0	1	2	0	0	0	1	2
cav1m17_AQ4-ZINC37181521-0.pdb	14	1	2	1	1	0	0	1	1	3
cav1m17_AQ4-ZINC37281457-0.pdb	14	3	1	1	1	1	0	0	0	3
cav1m17_AQ4-ZINC37291300-0.pdb	13	1	2	1	1	0	0	0	2	3
cav1m17_AQ4-ZINC37317489-0.pdb	11	2	1	3	0	3	0	1	0	2
cav1m17_AQ4-ZINC37328330-0.pdb	14	2	2	1	0	0	0	1	1	3
cav1m17_AQ4-ZINC37332134-0.pdb	12	1	0	1	2	0	0	0	1	4
cav1m17_AQ4-ZINC37332138-0.pdb	14	0	0	1	2	0	0	0	1	4
cav1m17_AQ4-ZINC37333611-0.pdb	12	1	0	3	0	2	0	1	0	2
cav1m17_AQ4-ZINC37351174-0.pdb	13	2	2	1	1	0	0	0	2	3
cav1m17_AQ4-ZINC37404777-0.pdb	8	6	0	1	1	3	0	1	0	2
cav1m17_AQ4-ZINC37409790-0.pdb	21	5	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC37409791-0.pdb	21	5	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC37413222-0.pdb	6	9	0	1	0	4	0	1	0	1
cav1m17_AQ4-ZINC37417131-0.pdb	10	4	0	2	0	3	0	2	0	2
cav1m17_AQ4-ZINC37517978-0.pdb	11	4	0	2	0	3	0	1	0	3
cav1m17_AQ4-ZINC37561622-0.pdb	10	5	1	1	0	3	0	0	1	2
cav1m17_AQ4-ZINC37625401-0.pdb	20	4	1	1	0	5	0	1	0	5
cav1m17_AQ4-ZINC37671754-0.pdb	13	4	1	2	0	0	0	1	0	3
cav1m17_AQ4-ZINC37675683-0.pdb	9	4	1	1	0	3	0	2	0	2
cav1m17_AQ4-ZINC37675710-0.pdb	10	2	2	0	0	3	0	2	0	3
cav1m17_AQ4-ZINC37690913-0.pdb	10	5	2	0	0	3	0	1	0	2
cav1m17_AQ4-ZINC37744361-0.pdb	9	0	2	2	0	2	0	1	1	2
cav1m17_AQ4-ZINC37775552-0.pdb	12	3	0	2	0	2	0	0	2	2
cav1m17_AQ4-ZINC37793426-0.pdb	9	3	0	2	0	4	0	0	1	2
cav1m17_AQ4-ZINC37856292-0.pdb	9	2	1	1	0	3	0	3	0	2
cav1m17_AQ4-ZINC37928838-0.pdb	12	2	0	2	0	2	0	1	1	2
cav1m17_AQ4-ZINC38092956-0.pdb	10	4	2	1	1	1	0	1	0	3
cav1m17_AQ4-ZINC38507143-0.pdb	10	10	3	1	0	3	0	1	0	3
cav1m17_AQ4-ZINC38519845-0.pdb	22	4	3	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC38532143-0.pdb	16	6	4	0	0	3	0	0	0	4
cav1m17_AQ4-ZINC38547398-0.pdb	22	3	2	2	1	1	0	1	0	5
cav1m17_AQ4-ZINC38547565-0.pdb	19	4	1	2	1	1	0	1	1	4
cav1m17_AQ4-ZINC38547626-0.pdb	19	6	1	2	1	1	0	1	0	4
cav1m17_AQ4-ZINC38547628-0.pdb	19	6	1	2	1	1	0	1	0	4
cav1m17_AQ4-ZINC38549498-0.pdb	15	5	2	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC38556287-0.pdb	17	3	5	1	0	1	0	1	1	4
cav1m17_AQ4-ZINC38564980-0.pdb	17	7	2	1	0	1	0	0	0	4
cav1m17_AQ4-ZINC38583141-0.pdb	19	3	3	2	0	1	0	0	0	6
cav1m17_AQ4-ZINC38598012-0.pdb	21	0	4	0	1	1	0	1	0	5
cav1m17_AQ4-ZINC38612413-0.pdb	20	5	1	1	0	4	0	0	0	4
cav1m17_AQ4-ZINC38613147-0.pdb	17	3	2	1	0	1	0	1	0	4
cav1m17_AQ4-ZINC38619325-0.pdb	23	3	3	1	1	3	0	1	0	5
cav1m17_AQ4-ZINC38629058-0.pdb	15	5	0	2	0	1	0	1	1	3
cav1m17_AQ4-ZINC38650642-0.pdb	21	7	0	2	1	4	0	0	0	4
cav1m17_AQ4-ZINC38653473-0.pdb	17	8	0	0	2	5	0	0	0	6
cav1m17_AQ4-ZINC38658149-0.pdb	21	8	0	2	1	4	0	0	0	4
cav1m17_AQ4-ZINC38658212-0.pdb	21	7	0	2	1	4	0	0	0	4
cav1m17_AQ4-ZINC38659215-0.pdb	19	5	0	2	2	3	0	0	0	4
cav1m17_AQ4-ZINC38660047-0.pdb	21	8	0	2	1	4	0	0	0	4
cav1m17_AQ4-ZINC38660051-0.pdb	21	8	0	2	1	4	0	0	0	4
cav1m17_AQ4-ZINC38671415-0.pdb	14	1	1	2	0	1	0	2	0	4
cav1m17_AQ4-ZINC38685923-0.pdb	21	8	0	2	1	4	0	0	0	4
cav1m17_AQ4-ZINC38733182-0.pdb	22	5	3	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC38743047-0.pdb	18	1	6	0	0	1	0	1	1	5
cav1m17_AQ4-ZINC38762100-0.pdb	17	3	3	2	0	2	0	1	0	5
cav1m17_AQ4-ZINC38787492-0.pdb	16	2	5	0	0	2	0	1	1	4
cav1m17_AQ4-ZINC38790195-0.pdb	19	4	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC38806166-0.pdb	11	8	1	1	1	3	0	1	1	3
cav1m17_AQ4-ZINC38806383-0.pdb	15	8	3	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC38958838-0.pdb	17	3	2	1	0	1	0	1	0	4
cav1m17_AQ4-ZINC38965529-0.pdb	17	4	5	1	0	1	0	1	0	4
cav1m17_AQ4-ZINC38970866-0.pdb	18	1	2	2	1	2	0	1	2	4
cav1m17_AQ4-ZINC38984437-0.pdb	18	1	2	2	1	2	0	1	2	4
cav1m17_AQ4-ZINC39024732-0.pdb	13	6	6	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC39068004-0.pdb	20	5	5	0	1	1	0	1	0	5
cav1m17_AQ4-ZINC39139550-0.pdb	15	2	1	0	1	3	0	0	0	3
cav1m17_AQ4-ZINC39167745-0.pdb	17	3	3	2	0	1	0	0	2	4
cav1m17_AQ4-ZINC39220753-0.pdb	20	3	3	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39226239-0.pdb	25	3	1	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC39226244-0.pdb	26	5	1	1	1	2	0	0	0	6
cav1m17_AQ4-ZINC39226371-0.pdb	26	5	1	1	1	2	0	0	0	6
cav1m17_AQ4-ZINC39227396-0.pdb	19	7	1	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC39229640-0.pdb	22	3	3	1	2	1	0	0	0	5
cav1m17_AQ4-ZINC39272171-0.pdb	20	1	4	0	0	1	0	0	0	5
cav1m17_AQ4-ZINC39296088-0.pdb	4	5	0	1	0	4	0	2	1	1
cav1m17_AQ4-ZINC39327247-0.pdb	16	1	0	2	2	1	0	1	1	4
cav1m17_AQ4-ZINC39330637-0.pdb	25	2	3	1	0	3	0	0	1	5
cav1m17_AQ4-ZINC39330639-0.pdb	25	2	3	1	0	3	0	0	1	5
cav1m17_AQ4-ZINC39336737-0.pdb	22	1	6	1	0	0	0	1	1	5
cav1m17_AQ4-ZINC39357954-0.pdb	18	4	4	1	0	0	0	0	0	5
cav1m17_AQ4-ZINC39358611-0.pdb	22	0	3	0	0	2	0	0	0	5
cav1m17_AQ4-ZINC39358632-0.pdb	16	0	3	0	0	2	0	0	2	4
cav1m17_AQ4-ZINC39358815-0.pdb	16	2	3	0	0	2	0	0	1	4
cav1m17_AQ4-ZINC39359646-0.pdb	14	5	1	3	0	3	0	0	2	3
cav1m17_AQ4-ZINC39361902-0.pdb	14	6	7	1	0	3	0	2	0	4
cav1m17_AQ4-ZINC39361903-0.pdb	14	7	7	1	0	3	0	2	0	4
cav1m17_AQ4-ZINC39379307-0.pdb	12	2	1	2	0	1	0	1	1	3
cav1m17_AQ4-ZINC39379308-0.pdb	12	2	1	2	0	1	0	1	1	3
cav1m17_AQ4-ZINC39379849-0.pdb	16	6	4	1	0	1	0	1	0	4
cav1m17_AQ4-ZINC39394583-0.pdb	19	1	6	0	1	0	0	0	1	5
cav1m17_AQ4-ZINC39396518-0.pdb	21	3	4	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC39440755-0.pdb	14	1	2	1	0	1	0	1	1	5
cav1m17_AQ4-ZINC39443080-0.pdb	9	3	2	2	0	0	0	1	2	2
cav1m17_AQ4-ZINC39444102-0.pdb	15	2	4	2	0	2	0	0	1	4
cav1m17_AQ4-ZINC39446759-0.pdb	15	2	2	1	0	1	0	1	0	4
cav1m17_AQ4-ZINC39450592-0.pdb	22	1	3	0	0	4	0	1	0	6
cav1m17_AQ4-ZINC39466733-0.pdb	21	1	2	0	1	2	1	0	0	6
cav1m17_AQ4-ZINC39467373-0.pdb	22	1	2	0	1	2	1	0	1	5
cav1m17_AQ4-ZINC39467375-0.pdb	22	1	2	0	1	2	1	0	1	5
cav1m17_AQ4-ZINC39469976-0.pdb	16	6	2	0	1	4	1	1	0	4
cav1m17_AQ4-ZINC39476237-0.pdb	8	10	2	2	0	5	0	1	1	2
cav1m17_AQ4-ZINC39485918-0.pdb	21	2	6	0	0	0	0	0	1	5
cav1m17_AQ4-ZINC39519160-0.pdb	25	2	6	0	0	1	0	0	0	6
cav1m17_AQ4-ZINC39523329-0.pdb	16	2	1	0	0	3	0	0	0	3
cav1m17_AQ4-ZINC39529841-0.pdb	22	3	2	0	0	3	0	1	0	4
cav1m17_AQ4-ZINC39530040-0.pdb	15	2	2	0	0	2	0	0	0	4
cav1m17_AQ4-ZINC39531979-0.pdb	16	3	2	1	0	3	0	1	1	3
cav1m17_AQ4-ZINC39533936-0.pdb	28	3	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39544380-0.pdb	13	12	2	2	0	4	0	0	0	4
cav1m17_AQ4-ZINC39550749-0.pdb	23	2	5	0	0	2	0	0	0	5
cav1m17_AQ4-ZINC39559387-0.pdb	20	2	1	2	1	2	0	0	0	5
cav1m17_AQ4-ZINC39571146-0.pdb	18	4	4	2	0	1	0	0	1	4
cav1m17_AQ4-ZINC39596012-0.pdb	22	2	3	0	1	2	0	0	0	6
cav1m17_AQ4-ZINC39596083-0.pdb	22	2	3	0	1	2	0	0	0	6
cav1m17_AQ4-ZINC39596088-0.pdb	22	2	3	0	1	2	0	0	0	6
cav1m17_AQ4-ZINC39596556-0.pdb	19	7	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC39596567-0.pdb	19	7	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC39599556-0.pdb	14	8	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39606950-0.pdb	20	5	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39608098-0.pdb	14	8	2	1	0	3	0	0	1	3
cav1m17_AQ4-ZINC39609928-0.pdb	20	5	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39633523-0.pdb	21	3	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39633638-0.pdb	21	4	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39633730-0.pdb	23	2	2	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC39633850-0.pdb	18	3	2	1	0	2	0	0	1	5
cav1m17_AQ4-ZINC39635018-0.pdb	20	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39635108-0.pdb	22	5	2	1	0	3	0	1	0	5
cav1m17_AQ4-ZINC39635736-0.pdb	20	3	2	1	0	2	0	0	2	4
cav1m17_AQ4-ZINC39635738-0.pdb	20	3	2	1	0	2	0	0	2	4
cav1m17_AQ4-ZINC39635768-0.pdb	24	3	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39635806-0.pdb	20	3	2	1	0	2	0	0	2	4
cav1m17_AQ4-ZINC39635817-0.pdb	20	3	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39635875-0.pdb	20	5	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39635877-0.pdb	20	5	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39635886-0.pdb	20	4	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39635922-0.pdb	19	4	2	1	0	2	0	0	1	5
cav1m17_AQ4-ZINC39636044-0.pdb	18	4	2	1	0	3	0	1	1	4
cav1m17_AQ4-ZINC39636079-0.pdb	25	3	3	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC39636402-0.pdb	20	7	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39636434-0.pdb	20	7	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39637160-0.pdb	19	4	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39637161-0.pdb	19	4	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39637210-0.pdb	20	6	2	1	0	4	0	0	0	4
cav1m17_AQ4-ZINC39637286-0.pdb	20	5	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39637305-0.pdb	20	4	2	1	0	2	0	0	2	4
cav1m17_AQ4-ZINC39637307-0.pdb	20	4	2	1	0	2	0	0	2	4
cav1m17_AQ4-ZINC39637345-0.pdb	20	6	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC39637348-0.pdb	20	6	2	2	0	2	0	0	0	4
cav1m17_AQ4-ZINC39637439-0.pdb	14	10	2	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC39637462-0.pdb	22	4	2	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC39637464-0.pdb	22	4	2	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC39637500-0.pdb	20	7	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39639011-0.pdb	22	4	3	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC39639249-0.pdb	20	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39652766-0.pdb	22	6	2	1	0	3	0	1	0	5
cav1m17_AQ4-ZINC39659838-0.pdb	19	4	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39659853-0.pdb	22	5	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39659855-0.pdb	22	5	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39662265-0.pdb	24	4	2	2	0	2	0	0	0	5
cav1m17_AQ4-ZINC39662523-0.pdb	14	10	2	2	0	2	0	0	0	3
cav1m17_AQ4-ZINC39664964-0.pdb	20	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39664987-0.pdb	20	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39664988-0.pdb	20	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39665180-0.pdb	19	6	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC39665209-0.pdb	19	6	2	1	0	3	0	0	1	5
cav1m17_AQ4-ZINC39665447-0.pdb	18	6	2	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC39665996-0.pdb	18	6	2	1	0	3	0	0	0	6
cav1m17_AQ4-ZINC39666037-0.pdb	14	10	2	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC39666101-0.pdb	18	7	2	1	0	3	0	0	0	6
cav1m17_AQ4-ZINC39666231-0.pdb	20	6	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39666322-0.pdb	20	6	2	1	0	3	0	0	1	4
cav1m17_AQ4-ZINC39666680-0.pdb	14	8	2	1	0	2	0	0	2	3
cav1m17_AQ4-ZINC39666978-0.pdb	20	7	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39667510-0.pdb	20	5	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39668187-0.pdb	21	5	2	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC39668871-0.pdb	17	8	2	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC39668928-0.pdb	22	5	2	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC39669148-0.pdb	17	9	2	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC39669224-0.pdb	23	5	2	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC39672306-0.pdb	23	6	3	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39672682-0.pdb	18	5	3	1	0	3	0	2	0	4
cav1m17_AQ4-ZINC39673046-0.pdb	20	5	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39673392-0.pdb	20	3	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39673420-0.pdb	21	1	3	0	1	2	0	1	0	6
cav1m17_AQ4-ZINC39673423-0.pdb	20	5	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39673573-0.pdb	14	7	2	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39674402-0.pdb	11	12	4	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC39674468-0.pdb	11	12	4	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC39675267-0.pdb	14	11	2	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC39676975-0.pdb	18	7	2	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC39677237-0.pdb	18	5	2	1	0	3	0	1	1	4
cav1m17_AQ4-ZINC39677607-0.pdb	17	8	3	1	0	2	0	1	0	4
cav1m17_AQ4-ZINC39677627-0.pdb	22	5	3	1	0	2	0	1	0	5
cav1m17_AQ4-ZINC39678271-0.pdb	19	7	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39684460-0.pdb	14	10	2	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC39684549-0.pdb	14	11	2	1	0	2	0	0	0	3
cav1m17_AQ4-ZINC39686457-0.pdb	19	8	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39686544-0.pdb	14	11	2	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC39686649-0.pdb	20	8	2	1	0	3	0	0	0	4
cav1m17_AQ4-ZINC39686972-0.pdb	19	7	2	1	0	3	0	0	0	5
cav1m17_AQ4-ZINC39687190-0.pdb	22	5	3	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC39687193-0.pdb	22	5	3	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC39688770-0.pdb	22	5	3	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC39688773-0.pdb	22	5	3	1	0	2	0	0	0	6
cav1m17_AQ4-ZINC39690286-0.pdb	18	9	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39691006-0.pdb	18	6	2	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC39691007-0.pdb	18	6	2	1	1	2	0	0	0	4
cav1m17_AQ4-ZINC39691014-0.pdb	14	10	2	1	0	3	0	0	0	3
cav1m17_AQ4-ZINC39694037-0.pdb	18	8	3	1	0	2	0	0	0	4
cav1m17_AQ4-ZINC39694744-0.pdb	20	5	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39695027-0.pdb	20	6	2	1	0	3	0	0	1	4
cav1m17_AQ4-ZINC39696222-0.pdb	17	7	2	1	1	2	0	0	0	5
cav1m17_AQ4-ZINC39698059-0.pdb	16	4	4	1	0	1	0	0	1	4
cav1m17_AQ4-ZINC39701674-0.pdb	20	5	3	1	1	2	0	1	0	5
cav1m17_AQ4-ZINC39709145-0.pdb	17	4	3	2	0	2	0	1	0	4
cav1m17_AQ4-ZINC39733619-0.pdb	16	3	2	2	0	3	0	3	0	4
cav1m17_AQ4-ZINC39741320-0.pdb	20	2	3	1	1	1	0	1	0	6
cav1m17_AQ4-ZINC39792866-0.pdb	19	3	2	1	0	2	0	0	0	5
cav1m17_AQ4-ZINC39857265-0.pdb	15	4	1	1	0	2	0	1	0	3
cav1m17_AQ4-ZINC39886349-0.pdb	18	2	2	2	0	3	0	2	1	4
cav1m17_AQ4-ZINC39920293-0.pdb	20	3	2	1	0	4	0	0	0	4
cav1m17_AQ4-ZINC39931030-0.pdb	25	3	4	0	0	3	0	0	0	6
cav1m17_AQ4-ZINC39937772-0.pdb	19	1	5	0	0	1	0	1	0	7
cav1m17_AQ4-ZINC39944310-0.pdb	11	2	0	6	0	0	0	2	0	4
cav1m17_AQ4-ZINC39948491-0.pdb	17	5	4	2	0	1	0	2	0	5
cav1m17_AQ4-ZINC39957699-0.pdb	17	6	4	1	0	3	0	2	0	5
cav1m17_AQ4-ZINC39981502-0.pdb	19	6	1	2	1	3	0	0	0	5
cav1m17_AQ4-ZINC39990897-0.pdb	14	7	4	0	1	2	0	1	0	4
cav1m17_AQ4-ZINC39991026-0.pdb	20	3	3	1	1	1	0	2	0	5
cav1m17_AQ4-ZINC39991368-0.pdb	17	4	4	1	0	1	0	2	0	5
cav1m17_AQ4-ZINC39992056-0.pdb	16	5	6	1	0	1	0	1	0	5
cav1m17_AQ4-ZINC40010923-0.pdb	18	5	2	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC40010936-0.pdb	18	6	2	1	0	3	0	1	0	4
cav1m17_AQ4-ZINC40011887-0.pdb	13	8	2	2	1	2	0	1	0	3
cav1m17_AQ4-ZINC40018312-0.pdb	20	5	5	0	1	1	0	1	0	5
